genre,song_file,song_index,lyrics
blues,blues.00067.wav,67,"Let your hair down baby, let your hair down baby, Let your hair down baby, let your hair hang down"
blues,blues.00068.wav,68,"I'm going to Chicago, sorry but I can't take you"
blues,blues.00069.wav,69,"How many more years, have I got to let you dog me around?"
blues,blues.00070.wav,70,"Trouble, trouble, trouble, I've had it all my days"
blues,blues.00071.wav,71,"If the blues was money, I'd be a millionaire"
blues,blues.00072.wav,72,"She caught the Katy, left me a mule to ride"
blues,blues.00073.wav,73,"I'm a king bee, buzzing around your hive"
blues,blues.00084.wav,84,"Cold cold ground, gonna lay me down"
blues,blues.00085.wav,85,"My baby's sweet as apple cider, she's sweeter than a cherry pie"
blues,blues.00086.wav,86,"Rainy night in Georgia, seems like it's raining all over the world"
blues,blues.00087.wav,87,"Born under a bad sign, I been down since I began to crawl"
blues,blues.00088.wav,88,"Nobody knows you when you're down and out"
blues,blues.00089.wav,89,"Got my mojo working, but it just won't work on you"
blues,blues.00090.wav,90,"Why I sing the blues, just look around you, it's plain to see"
blues,blues.00091.wav,91,"Spoonful, just a little spoonful"
blues,blues.00092.wav,92,"I'm your hoochie coochie man, everybody knows I am"
blues,blues.00093.wav,93,"Mannish boy, I'm a man, I'm a full grown man"
blues,blues.00094.wav,94,"The thrill is gone, the thrill is gone away"
blues,blues.00095.wav,95,"Every day I have the blues, every day I have the blues"
blues,blues.00096.wav,96,"Help the poor, help the poor, won't you help the poor"
blues,blues.00097.wav,97,"Rock me baby, rock me all night long"
blues,blues.00098.wav,98,"Key to the highway, I'm going to leave here running"
blues,blues.00099.wav,99,"Dust my broom, I'm gonna get up in the morning, I believe I'll dust my broom"
classical,classical.00000.wav,0,"[INSTRUMENTAL] Beethoven: Moonlight Sonata Mvt 1"
classical,classical.00001.wav,1,"[INSTRUMENTAL] Mozart: Eine kleine Nachtmusik"
classical,classical.00002.wav,2,"[INSTRUMENTAL] Bach: Air on the G String"
classical,classical.00003.wav,3,"[INSTRUMENTAL] Vivaldi: The Four Seasons - Spring"
classical,classical.00004.wav,4,"[INSTRUMENTAL] Tchaikovsky: Swan Lake Theme"
classical,classical.00005.wav,5,"[INSTRUMENTAL] Pachelbel: Canon in D"
classical,classical.00006.wav,6,"[INSTRUMENTAL] Chopin: Nocturne Op. 9 No. 2"
classical,classical.00007.wav,7,"[INSTRUMENTAL] Debussy: Clair de Lune"
classical,classical.00008.wav,8,"[INSTRUMENTAL] Handel: Messiah - Hallelujah Chorus"
classical,classical.00009.wav,9,"[INSTRUMENTAL] Strauss: The Blue Danube"
classical,classical.00010.wav,10,"[INSTRUMENTAL] Beethoven: Symphony No. 5"
classical,classical.00011.wav,11,"[INSTRUMENTAL] Mozart: Requiem - Lacrimosa"
classical,classical.00012.wav,12,"[INSTRUMENTAL] Bach: Toccata and Fugue in D minor"
classical,classical.00013.wav,13,"[INSTRUMENTAL] Vivaldi: The Four Seasons - Winter"
classical,classical.00014.wav,14,"[INSTRUMENTAL] Tchaikovsky: The Nutcracker - Dance of the Sugar Plum Fairy"
classical,classical.00015.wav,15,"[INSTRUMENTAL] Satie: Gymnopédie No. 1"
classical,classical.00016.wav,16,"[INSTRUMENTAL] Holst: The Planets - Jupiter"
classical,classical.00017.wav,17,"[INSTRUMENTAL] Beethoven: Für Elise"
classical,classical.00018.wav,18,"[INSTRUMENTAL] Mozart: Piano Sonata No. 11 - Turkish March"
classical,classical.00019.wav,19,"[INSTRUMENTAL] Bach: Brandenburg Concerto No. 3"
classical,classical.00020.wav,20,"[INSTRUMENTAL] Vivaldi: The Four Seasons - Summer"
classical,classical.00021.wav,21,"[INSTRUMENTAL] Tchaikovsky: 1812 Overture"
classical,classical.00022.wav,22,"[INSTRUMENTAL] Chopin: Prelude in E minor"
classical,classical.00023.wav,23,"[INSTRUMENTAL] Debussy: Arabesque No. 1"
classical,classical.00024.wav,24,"[INSTRUMENTAL] Handel: Water Music"
classical,classical.00025.wav,25,"[INSTRUMENTAL] Strauss: Also sprach Zarathustra"
classical,classical.00026.wav,26,"[INSTRUMENTAL] Beethoven: Symphony No. 9 - Ode to Joy"
classical,classical.00027.wav,27,"[INSTRUMENTAL] Mozart: The Marriage of Figaro - Overture"
classical,classical.00028.wav,28,"[INSTRUMENTAL] Bach: Cello Suite No. 1 - Prelude"
classical,classical.00029.wav,29,"[INSTRUMENTAL] Vivaldi: The Four Seasons - Autumn"
classical,classical.00030.wav,30,"[INSTRUMENTAL] Tchaikovsky: Romeo and Juliet Fantasy Overture"
classical,classical.00031.wav,31,"[INSTRUMENTAL] Pachelbel: Canon in D (variation)"
classical,classical.00032.wav,32,"[INSTRUMENTAL] Chopin: Waltz in D-flat major"
classical,classical.00033.wav,33,"[INSTRUMENTAL] Debussy: La fille aux cheveux de lin"
classical,classical.00034.wav,34,"[INSTRUMENTAL] Handel: Music for the Royal Fireworks"
classical,classical.00035.wav,35,"[INSTRUMENTAL] Strauss: Tales from the Vienna Woods"
classical,classical.00036.wav,36,"[INSTRUMENTAL] Beethoven: Piano Sonata No. 14"
classical,classical.00037.wav,37,"[INSTRUMENTAL] Mozart: Symphony No. 40"
classical,classical.00038.wav,38,"[INSTRUMENTAL] Bach: Goldberg Variations - Aria"
classical,classical.00039.wav,39,"[INSTRUMENTAL] Vivaldi: Gloria"
classical,classical.00040.wav,40,"[INSTRUMENTAL] Tchaikovsky: Violin Concerto in D major"
classical,classical.00041.wav,41,"[INSTRUMENTAL] Satie: Gnossienne No. 1"
classical,classical.00042.wav,42,"[INSTRUMENTAL] Holst: The Planets - Mars"
classical,classical.00043.wav,43,"[INSTRUMENTAL] Beethoven: Symphony No. 6 - Pastoral"
classical,classical.00044.wav,44,"[INSTRUMENTAL] Mozart: Clarinet Concerto in A major"
classical,classical.00045.wav,45,"[INSTRUMENTAL] Bach: Violin Partita No. 2 - Chaconne"
classical,classical.00046.wav,46,"[INSTRUMENTAL] Vivaldi: Concerto for Two Trumpets"
classical,classical.00047.wav,47,"[INSTRUMENTAL] Tchaikovsky: Serenade for Strings"
classical,classical.00048.wav,48,"[INSTRUMENTAL] Chopin: Etude Op. 10 No. 3"
classical,classical.00049.wav,49,"[INSTRUMENTAL] Debussy: Prélude à l'après-midi d'un faune"
classical,classical.00050.wav,50,"[INSTRUMENTAL] Handel: Sarabande"
classical,classical.00051.wav,51,"[INSTRUMENTAL] Strauss: Emperor Waltz"
classical,classical.00052.wav,52,"[INSTRUMENTAL] Beethoven: String Quartet No. 14"
classical,classical.00053.wav,53,"[INSTRUMENTAL] Mozart: Horn Concerto No. 4"
classical,classical.00054.wav,54,"[INSTRUMENTAL] Bach: Mass in B minor - Kyrie"
classical,classical.00055.wav,55,"[INSTRUMENTAL] Vivaldi: Stabat Mater"
classical,classical.00056.wav,56,"[INSTRUMENTAL] Tchaikovsky: Piano Concerto No. 1"
classical,classical.00057.wav,57,"[INSTRUMENTAL] Pachelbel: Chaconne in F minor"
classical,classical.00058.wav,58,"[INSTRUMENTAL] Chopin: Ballade No. 1"
classical,classical.00059.wav,59,"[INSTRUMENTAL] Debussy: Images - Reflets dans l'eau"
classical,classical.00060.wav,60,"[INSTRUMENTAL] Handel: Zadok the Priest"
classical,classical.00061.wav,61,"[INSTRUMENTAL] Strauss: Die Fledermaus Overture"
classical,classical.00062.wav,62,"[INSTRUMENTAL] Beethoven: Symphony No. 3 - Eroica"
classical,classical.00063.wav,63,"[INSTRUMENTAL] Mozart: Ave Verum Corpus"
classical,classical.00064.wav,64,"[INSTRUMENTAL] Bach: Christmas Oratorio"
classical,classical.00065.wav,65,"[INSTRUMENTAL] Vivaldi: L'estro armonico"
classical,classical.00066.wav,66,"[INSTRUMENTAL] Tchaikovsky: The Sleeping Beauty Waltz"
classical,classical.00067.wav,67,"[INSTRUMENTAL] Satie: Je te veux"
classical,classical.00068.wav,68,"[INSTRUMENTAL] Holst: The Planets - Venus"
classical,classical.00069.wav,69,"[INSTRUMENTAL] Beethoven: Violin Sonata No. 5 - Spring"
classical,classical.00070.wav,70,"[INSTRUMENTAL] Mozart: Don Giovanni - Overture"
classical,classical.00071.wav,71,"[INSTRUMENTAL] Bach: Italian Concerto"
classical,classical.00072.wav,72,"[INSTRUMENTAL] Vivaldi: Nisi Dominus"
classical,classical.00073.wav,73,"[INSTRUMENTAL] Tchaikovsky: Symphony No. 6 - Pathétique"
classical,classical.00074.wav,74,"[INSTRUMENTAL] Chopin: Polonaise in A-flat major"
classical,classical.00075.wav,75,"[INSTRUMENTAL] Debussy: Suite bergamasque - Passepied"
classical,classical.00076.wav,76,"[INSTRUMENTAL] Handel: Messiah - For Unto Us a Child Is Born"
classical,classical.00077.wav,77,"[INSTRUMENTAL] Strauss: Rosen aus dem Süden"
classical,classical.00078.wav,78,"[INSTRUMENTAL] Beethoven: Piano Concerto No. 5 - Emperor"
classical,classical.00079.wav,79,"[INSTRUMENTAL] Mozart: The Magic Flute - Queen of the Night aria"
classical,classical.00080.wav,80,"[INSTRUMENTAL] Bach: St. Matthew Passion"
classical,classical.00081.wav,81,"[INSTRUMENTAL] Vivaldi: La Follia"
classical,classical.00082.wav,82,"[INSTRUMENTAL] Tchaikovsky: Capriccio Italien"
classical,classical.00083.wav,83,"[INSTRUMENTAL] Pachelbel: Hexachordum Apollinis"
classical,classical.00084.wav,84,"[INSTRUMENTAL] Chopin: Mazurka in B-flat major"
classical,classical.00085.wav,85,"[INSTRUMENTAL] Debussy: Children's Corner - Doctor Gradus ad Parnassum"
classical,classical.00086.wav,86,"[INSTRUMENTAL] Handel: Organ Concerto Op. 7 No. 1"
classical,classical.00087.wav,87,"[INSTRUMENTAL] Strauss: Wiener Blut"
classical,classical.00088.wav,88,"[INSTRUMENTAL] Beethoven: Diabelli Variations"
classical,classical.00089.wav,89,"[INSTRUMENTAL] Mozart: Symphony No. 41 - Jupiter"
classical,classical.00090.wav,90,"[INSTRUMENTAL] Bach: The Art of Fugue"
classical,classical.00091.wav,91,"[INSTRUMENTAL] Vivaldi: Concerto for Mandolin"
classical,classical.00092.wav,92,"[INSTRUMENTAL] Tchaikovsky: The Seasons - June Barcarolle"
classical,classical.00093.wav,93,"[INSTRUMENTAL] Satie: Parade"
classical,classical.00094.wav,94,"[INSTRUMENTAL] Holst: The Planets - Mercury"
classical,classical.00095.wav,95,"[INSTRUMENTAL] Beethoven: Missa Solemnis"
classical,classical.00096.wav,96,"[INSTRUMENTAL] Mozart: Sinfonia Concertante"
classical,classical.00097.wav,97,"[INSTRUMENTAL] Bach: Magnificat"
classical,classical.00098.wav,98,"[INSTRUMENTAL] Vivaldi: Dixit Dominus"
classical,classical.00099.wav,99,"[INSTRUMENTAL] Tchaikovsky: Manfred Symphony"
country,country.00000.wav,0,"Down a dusty road, with my guitar in hand, Heading back to the place where I began"
country,country.00001.wav,1,"She took my heart when she took my truck, Now I'm walking down this road with nothing but bad luck"
country,country.00002.wav,2,"Grandpa's old guitar, stories in the wood, Playing songs he taught me just like he said I should"
country,country.00003.wav,3,"Mama's homemade pie cooling on the sill, Country living, gives me such a thrill"
country,country.00004.wav,4,"Pickup truck and a six-pack, heading for the lake, That's the only kind of vacation I'll take"
country,country.00005.wav,5,"Honky tonk angels singing songs of pain, Washing down my sorrows in the pouring rain"
country,country.00006.wav,6,"Old dirt road leads to my front door, Can't ask for nothing more"
country,country.00007.wav,7,"Blue jeans and cowboy boots, that's my style, Living life with a country mile smile"
country,country.00008.wav,8,"She left a note on the kitchen table, Said she found somebody who was more stable"
country,country.00009.wav,9,"Friday night lights, high school game, Nothing in this whole wide world's the same"
country,country.00010.wav,10,"Whiskey river take my mind, Don't let her memory torture me this way"
country,country.00011.wav,11,"Rain is a good thing, makes the corn grow, Makes my baby's hair curl just so"
country,country.00012.wav,12,"She thinks my tractor's sexy, it really turns her on, She's always staring at me from the front porch till dawn"
country,country.00013.wav,13,"Chattahoochee, it gets hotter than a hoochie coochie"
country,country.00014.wav,14,"I'm gonna love you forever and ever, Forever and ever, amen"
country,country.00015.wav,15,"You're still the one I run to, the one that I belong to"
country,country.00016.wav,16,"Boot scootin' boogie, get down, turn around, go to town"
country,country.00017.wav,17,"Friends in low places where the whiskey drowns and the beer chases my blues away"
country,country.00018.wav,18,"A country boy can survive, yes sir"
country,country.00019.wav,19,"Mama's don't let your babies grow up to be cowboys"
country,country.00020.wav,20,"I walk the line, because you're mine"
country,country.00021.wav,21,"Ring of fire, and it burns burns burns"
country,country.00022.wav,22,"He stopped loving her today, they placed a wreath upon his door"
country,country.00023.wav,23,"Always on my mind, you are always on my mind"
country,country.00024.wav,24,"The dance we shared 'neath the stars above"
country,country.00025.wav,25,"Crazy for feeling so lonely, I'm crazy for feeling so blue"
country,country.00026.wav,26,"Your cheating heart will tell on you"
country,country.00027.wav,27,"Stand by your man, and show the world you love him"
country,country.00028.wav,28,"Coal miner's daughter, from a cabin on a hill in Butcher Holler"
country,country.00029.wav,29,"Jolene, Jolene, Jolene, Jolene, I'm begging of you please don't take my man"
country,country.00030.wav,30,"9 to 5, what a way to make a living"
country,country.00031.wav,31,"Islands in the stream, that is what we are"
country,country.00032.wav,32,"When you say nothing at all, it's amazing"
country,country.00033.wav,33,"I hope you dance, I hope you dance"
country,country.00034.wav,34,"Live like you were dying, like tomorrow was a gift"
country,country.00035.wav,35,"The thunder rolls and the lightning strikes"
country,country.00036.wav,36,"Check yes or no, do you love me, do you wanna be my friend"
country,country.00037.wav,37,"She's in love with the boy, and even if they have to run away"
country,country.00038.wav,38,"Bless the broken road that led me straight to you"
country,country.00039.wav,39,"It's your love, it just does something to me"
country,country.00040.wav,40,"I cross my heart and promise to, give all I've got to give"
country,country.00041.wav,41,"Neon moon, if you lose your one and only"
country,country.00042.wav,42,"Amarillo by morning, up from San Antone"
country,country.00043.wav,43,"All my ex's live in Texas, and Texas is the place I'd dearly love to be"
country,country.00044.wav,44,"Luckenbach, Texas, back to the basics of love"
country,country.00045.wav,45,"Mammas don't let your babies grow up to be cowboys, don't let 'em pick guitars and drive them old trucks"
country,country.00046.wav,46,"The gambler, you got to know when to hold 'em, know when to fold 'em"
country,country.00047.wav,47,"On the road again, just can't wait to get on the road again"
country,country.00048.wav,48,"Blue eyes crying in the rain"
country,country.00049.wav,49,"You picked a fine time to leave me, Lucille"
country,country.00050.wav,50,"Hello darlin', nice to see you, it's been a long time"
country,country.00051.wav,51,"Behind closed doors, we let it all go"
country,country.00052.wav,52,"Don't it make my brown eyes blue"
country,country.00053.wav,53,"Delta dawn, what's that flower you have on"
country,country.00054.wav,54,"She's got you, and I've got memories"
country,country.00055.wav,55,"Heaven's just a sin away, I'm getting closer every day"
country,country.00056.wav,56,"Eighteen wheels and a dozen roses"
country,country.00057.wav,57,"Every light in the house is on, waiting for you to come home"
country,country.00058.wav,58,"I'm no stranger to the rain, I'm a friend of thunder"
country,country.00059.wav,59,"Seven Spanish angels, at the altar of the sun"
country,country.00060.wav,60,"Should've been a cowboy, should've learned to rope and ride"
country,country.00061.wav,61,"Strawberry wine, seventeen, the hot July moon"
country,country.00062.wav,62,"Wide open spaces, room to make a big mistake"
country,country.00063.wav,63,"Man! I feel like a woman!"
country,country.00064.wav,64,"There's a tear in my beer, 'cause I'm crying for you dear"
country,country.00065.wav,65,"You've never been this far before"
country,country.00066.wav,66,"The chair, I just came to get my hat, I didn't come to stare"
country,country.00067.wav,67,"Love without end, amen"
country,country.00068.wav,68,"Does Fort Worth ever cross your mind"
country,country.00069.wav,69,"Why didn't I think of that, why didn't I think of that"
country,country.00070.wav,70,"Swingin', like a pendulum do"
country,country.00071.wav,71,"Lookin' for love in all the wrong places"
country,country.00072.wav,72,"I can't help it if I'm still in love with you"
country,country.00073.wav,73,"I'm so lonesome I could cry"
country,country.00074.wav,74,"Your good girl's gonna go bad"
country,country.00075.wav,75,"Kiss an angel good morning, and love her like the devil when you get back home"
country,country.00076.wav,76,"She's actin' single, I'm drinkin' doubles"
country,country.00077.wav,77,"I've got a tiger by the tail, it's plain to see"
country,country.00078.wav,78,"My Maria, don't you know I've come a long, long way"
country,country.00079.wav,79,"The race is on and here comes pride up the back stretch"
country,country.00080.wav,80,"Sixteen tons, what do you get, another day older and deeper in debt"
country,country.00081.wav,81,"Tennessee whiskey, you're as smooth as Tennessee whiskey"
country,country.00082.wav,82,"Coat of many colors, my mama made for me"
country,country.00083.wav,83,"She believes in me, while I'm wandering around"
country,country.00084.wav,84,"For the good times, lay your head upon my pillow"
country,country.00085.wav,85,"Whiskey bottle empty, memories still full, Of that summer love that made my heart pull"
country,country.00086.wav,86,"I came to say The reason that I'm doing all the crazy things I'm doing is because I really care about you girls. And I'm telling this..."
country,country.00087.wav,87,"Big green tractor, I can drive you all night long"
country,country.00088.wav,88,"Small town Saturday night, get a little crazy"
country,country.00089.wav,89,"Daddy's hands were soft and kind when I was crying"
country,country.00090.wav,90,"If tomorrow never comes, will she know how much I loved her"
country,country.00091.wav,91,"The devil went down to Georgia, he was looking for a soul to steal"
country,country.00092.wav,92,"I'm gonna miss her, when I get home"
country,country.00093.wav,93,"When I think about angels, I think about you"
country,country.00094.wav,94,"That's my story and I'm sticking to it"
country,country.00095.wav,95,"I'm from the country and I like it that way"
country,country.00096.wav,96,"My front porch looking in, that's the view I like the best"
country,country.00097.wav,97,"She's everything I ever wanted, she's everything I need"
country,country.00098.wav,98,"Long neck ice cold beer never broke my heart"
country,country.00099.wav,99,"You're gonna miss this, you're gonna want this back"
disco,disco.00000.wav,0,"Saturday night fever, dancing till the dawn, Disco ball spinning, where the party's born"
disco,disco.00001.wav,1,"Get down, boogie oogie oogie, you can't stop the feeling"
disco,disco.00002.wav,2,"Stayin' alive, stayin' alive, ah ah ah ah"
disco,disco.00003.wav,3,"You should be dancing, yeah, dancing yeah"
disco,disco.00004.wav,4,"I will survive, as long as I know how to love I know I'll stay alive"
disco,disco.00005.wav,5,"Le freak, c'est chic, freak out"
disco,disco.00006.wav,6,"We are family, I got all my sisters with me"
disco,disco.00007.wav,7,"Hot stuff, baby this evening, I need some hot stuff baby tonight"
disco,disco.00008.wav,8,"Good times, these are the good times"
disco,disco.00009.wav,9,"Don't leave me this way, I can't survive, I can't stay alive"
disco,disco.00010.wav,10,"Boogie wonderland, dance boogie wonderland"
disco,disco.00011.wav,11,"He's the greatest dancer, that I've ever seen"
disco,disco.00012.wav,12,"Ring my bell, ring my bell"
disco,disco.00013.wav,13,"Shake your groove thing, shake your groove thing yeah yeah"
disco,disco.00014.wav,14,"Dancing queen, young and sweet, only seventeen"
disco,disco.00015.wav,15,"Funky town, gotta make a move to a town that's right for me"
disco,disco.00016.wav,16,"I'm your boogie man, that's what I am"
disco,disco.00017.wav,17,"Turn the beat around, love to hear percussion"
disco,disco.00018.wav,18,"More more more, how do you like it, how do you like it"
disco,disco.00019.wav,19,"That's the way I like it, uh huh, uh huh"
disco,disco.00020.wav,20,"Love hangover, I got a love hangover"
disco,disco.00021.wav,21,"Love to love you baby, love to love you baby"
disco,disco.00022.wav,22,"Last dance, last chance for love"
disco,disco.00023.wav,23,"Rock the boat, don't rock the boat baby"
disco,disco.00024.wav,24,"Car wash, working at the car wash yeah"
disco,disco.00025.wav,25,"Fly robin fly, up up to the sky"
disco,disco.00026.wav,26,"Bad girls, talking about the sad girls"
disco,disco.00027.wav,27,"Knock on wood, it's like thunder, lightning"
disco,disco.00028.wav,28,"Love train, people all over the world"
disco,disco.00029.wav,29,"I feel love, I feel love, I feel love"
disco,disco.00030.wav,30,"Super freak, she's super freaky yow"
disco,disco.00031.wav,31,"Y.M.C.A., it's fun to stay at the Y.M.C.A."
disco,disco.00032.wav,32,"Saturday night fever, dancing till the dawn, Disco ball spinning, where the party's born"
disco,disco.00033.wav,33,"You get me love. I know the last for us. Dubi dubi.Yes you must be away back in my life. I know the last for us."
disco,disco.00034.wav,34,"Shake shake shake, shake your booty"
disco,disco.00035.wav,35,"Get off, get off get off get off of my cloud"
disco,disco.00036.wav,36,"You sexy thing, I believe in miracles"
disco,disco.00037.wav,37,"I love the nightlife, I got to boogie"
disco,disco.00038.wav,38,"Got to give it up, party people in the house"
disco,disco.00039.wav,39,"Do it 'til you're satisfied, do it do it 'til you're satisfied"
disco,disco.00040.wav,40,"Best of my love, you bring the best out of me"
disco,disco.00041.wav,41,"Got to be real, got to be real"
disco,disco.00042.wav,42,"Boogie nights, boogie nights"
disco,disco.00043.wav,43,"Dance dance dance, dance dance dance"
disco,disco.00044.wav,44,"Shame shame shame, shame on you"
disco,disco.00045.wav,45,"I will survive, I will survive hey hey"
disco,disco.00046.wav,46,"Get down on it, get down on it"
disco,disco.00047.wav,47,"Play that funky music, white boy"
disco,disco.00048.wav,48,"Brick house, she's a brick house"
disco,disco.00049.wav,49,"Supernature, once upon a time"
disco,disco.00050.wav,50,"Rock your baby, rock your baby"
disco,disco.00051.wav,51,"Get up and boogie, get up and boogie"
disco,disco.00052.wav,52,"Heaven must be missing an angel"
disco,disco.00053.wav,53,"You make me feel like dancing"
disco,disco.00054.wav,54,"Love is in the air, everywhere I look around"
disco,disco.00055.wav,55,"Never can say goodbye, no no no no"
disco,disco.00056.wav,56,"Take me home tonight, I don't want to let you go"
disco,disco.00057.wav,57,"Dancing in the moonlight, everybody's feeling warm and bright"
disco,disco.00058.wav,58,"Ain't no stopping us now, we're on the move"
disco,disco.00059.wav,59,"Love machine, I'm just a love machine"
disco,disco.00060.wav,60,"Boogie oogie oogie, you can't stop the feeling"
disco,disco.00061.wav,61,"I'm every woman, it's all in me"
disco,disco.00062.wav,62,"Get down tonight, get down tonight"
disco,disco.00063.wav,63,"Shake your body down to the ground"
disco,disco.00064.wav,64,"I'm coming out, I want the world to know"
disco,disco.00065.wav,65,"Good times, these are the good times"
disco,disco.00066.wav,66,"Heart of glass, love is so confusing"
disco,disco.00067.wav,67,"Upside down, you're turning me"
